Type	Rank	Predicted Relative Frequency	Actual Relative Frequency
,	1	0.11048018373142775	0.07740899357601713
.	2	0.055240091865713874	0.050481798715203426
the	3	0.036826727910475913	0.023019271948608137
'	4	0.027620045932856937	0.01951284796573876
and	5	0.02209603674628555	0.016220556745182014
of	6	0.018413363955237957	0.015417558886509636
to	7	0.015782883390203964	0.015417558886509636
:	8	0.013810022966428468	0.015123126338329764
I	9	0.012275575970158638	0.014801927194860814
you	10	0.011048018373142775	0.01282119914346895
?	11	0.010043653066493432	0.012285867237687367
a	12	0.009206681977618978	0.012018201284796574
my	13	0.00849847567164829	0.011643468950749464
in	14	0.007891441695101982	0.009609207708779443
it	15	0.0073653455820951825	0.009475374732334048
Ham	16	0.006905011483214234	0.0090203426124197
is	17	0.006498834337142809	0.008137044967880086
;	18	0.006137787985079319	0.00797644539614561
not	19	0.0058147465121804074	0.007655246252676659
his	20	0.0055240091865713875	0.007119914346895075
And	21	0.005260961130067987	0.006879014989293362
that	22	0.005021826533246716	0.006879014989293362
your	23	0.00480348624919251	0.006236616702355461
this	24	0.004603340988809489	0.006209850107066381
me	25	0.00441920734925711	0.006076017130620985
d	26	0.004249237835824145	0.005968950749464668
with	27	0.004091858656719545	0.005674518201284797
Lord	28	0.003945720847550991	0.0056477516059957175
him	29	0.003809661507980267	0.004764453961456103
be	30	0.0036826727910475913	0.004710920770877944
King	31	0.0035638768945621853	0.0046038543897216275
for	32	0.003452505741607117	0.00452355460385439
haue	33	0.0033478843554978106	0.0043094218415417555
he	34	0.0032494171685714043	0.004282655246252677
but	35	0.0031565766780407927	0.0039079229122055675
so	36	0.0030688939925396595	0.003881156316916488
as	37	0.0029859509116602094	0.0038008565310492506
The	38	0.0029073732560902037	0.0035599571734475375
will	39	0.0028328252238827623	0.003506423982869379
on	40	0.0027620045932856938	0.0032922912205567453
s	41	0.0026946386275957987	0.003265524625267666
That	42	0.0026304805650339937	0.0032119914346895075
our	43	0.002569306598405296	0.003158458244111349
-	44	0.002510913266623358	0.0031316916488222696
what	45	0.0024551151940317277	0.0031049250535331906
are	46	0.002401743124596255	0.0030246252676659527
To	47	0.002350642207051654	0.002917558886509636
shall	48	0.0023016704944047446	0.00278372591006424
But	49	0.0022546976271719944	0.0027569593147751606
Hamlet	50	0.002209603674628555	0.0026498929336188437
we	51	0.002166278112380936	0.0026231263383297643
Hor	52	0.0021246189179120723	0.002542826552462527
What	53	0.0020845317685175046	0.002542826552462527
all	54	0.0020459293283597727	0.002542826552462527
thou	55	0.002008730613298686	0.0024892933618843685
by	56	0.0019728604237754955	0.00243576017130621
no	57	0.001938248837393469	0.00243576017130621
her	58	0.0019048307539901335	0.0024089935760171306
t	59	0.0018725454869733516	0.0023822269807280516
do	60	0.0018413363955237956	0.0022483940042826553
more	61	0.0018111505529742253	0.002221627408993576
thy	62	0.0017819384472810926	0.002221627408993576
Enter	63	0.0017536537100226624	0.002194860813704497
from	64	0.0017262528708035586	0.0021413276231263384
was	65	0.0016996951343296576	0.0020610278372591006
For	66	0.0016739421777489053	0.0020342612419700216
good	67	0.0016489579661407125	0.0020342612419700216
Oh	68	0.0016247085842857022	0.0020342612419700216
then	69	0.0016011620830641703	0.002007494646680942
like	70	0.0015782883390203963	0.0019539614561027837
or	71	0.001556058925794757	0.0019539614561027837
they	72	0.0015344469962698297	0.0019271948608137045
come	73	0.0015134271744031197	0.001873661670235546
know	74	0.0014929754558301047	0.001873661670235546
at	75	0.0014730691164190368	0.0018468950749464669
now	76	0.0014536866280451019	0.0018201284796573877
them	77	0.0014348075809276332	0.0017933618843683084
My	78	0.0014164126119413812	0.0017933618843683084
there	79	0.001398483338372503	0.001766595289079229
selfe	80	0.0013810022966428469	0.001766595289079229
most	81	0.001363952885573182	0.0017398286937901498
if	82	0.0013473193137978994	0.0017398286937901498
It	83	0.0013310865509810572	0.0017398286937901498
vs	84	0.0013152402825169968	0.0017130620985010706
As	85	0.0012997668674285616	0.0016862955032119914
A	86	0.001284653299202648	0.0016595289079229122
let	87	0.0012698871693267557	0.0016595289079229122
Qu	88	0.001255456633311679	0.0016595289079229122
would	89	0.001241350379004806	0.0016059957173447537
well	90	0.0012275575970158638	0.0016059957173447537
Laer	91	0.0012140679530926127	0.0016059957173447537
thee	92	0.0012008715622981276	0.0015524625267665953
Ile	93	0.001187958964854062	0.0015524625267665953
may	94	0.001175321103525827	0.0014989293361884369
Ophe	95	0.0011629493024360815	0.0014989293361884369
too	96	0.0011508352472023723	0.0014721627408993577
How	97	0.0011389709663033787	0.0014721627408993577
th	98	0.0011273488135859972	0.0014453961456102784
must	99	0.0011159614518326036	0.0014186295503211992
should	100	0.0011048018373142775	0.00139186295503212
did	101	0.0010938632052616608	0.00139186295503212
am	102	0.001083139056190468	0.0013383297644539614
If	103	0.0010726231430235702	0.0013115631691648822
hath	104	0.0010623094589560361	0.0013115631691648822
out	105	0.0010521922260135976	0.0013115631691648822
Pol	106	0.0010422658842587523	0.0013115631691648822
You	107	0.0010325250816021283	0.001284796573875803
speake	108	0.0010229646641798863	0.001284796573875803
an	109	0.0010135796672608051	0.001284796573875803
Why	110	0.001004365306649343	0.0012580299785867237
Sir	111	0.000995316970553403	0.0012580299785867237
such	112	0.0009864302118877477	0.0012312633832976445
Father	113	0.0009777007409860863	0.0012312633832976445
No	114	0.0009691244186967345	0.0012312633832976445
loue	115	0.0009606972498385021	0.0012312633832976445
their	116	0.0009524153769950668	0.0012312633832976445
make	117	0.0009442750746275876	0.0012044967880085653
(	118	0.0009362727434866758	0.0012044967880085653
very	119	0.0009284049053061154	0.001177730192719486
So	120	0.0009206681977618978	0.001177730192719486
This	121	0.000913059369681221	0.001177730192719486
say	122	0.0009055752764871127	0.001177730192719486
see	123	0.0008982128758652663	0.001177730192719486
doe	124	0.0008909692236405463	0.001177730192719486
)	125	0.000883841469851422	0.0011509635974304069
Rosin	126	0.0008768268550113312	0.0011509635974304069
He	127	0.0008699227065466751	0.0011241970021413277
much	128	0.0008631264354017793	0.0011241970021413277
thinke	129	0.0008564355328017654	0.0011241970021413277
With	130	0.0008498475671648288	0.0011241970021413277
some	131	0.000843360181155937	0.0011241970021413277
heere	132	0.0008369710888744527	0.0011241970021413277
Let	133	0.0008306780731686296	0.0011241970021413277
man	134	0.0008244789830703563	0.0011241970021413277
In	135	0.0008183717313439092	0.0010974304068522484
mine	136	0.0008123542921428511	0.0010974304068522484
Horatio	137	0.0008064246987695455	0.0010706638115631692
one	138	0.0008005810415320851	0.0010706638115631692
vpon	139	0.0007948214656937248	0.00104389721627409
giue	140	0.0007891441695101982	0.00104389721627409
tis	141	0.0007835474023505513	0.00104389721627409
which	142	0.0007780294628973785	0.00104389721627409
tell	143	0.0007725886974225717	0.00104389721627409
Queene	144	0.0007672234981349149	0.00104389721627409
had	145	0.0007619323015960534	0.0010171306209850108
Polon	146	0.0007567135872015598	0.0010171306209850108
time	147	0.0007515658757239982	0.0009903640256959316
Mother	148	0.0007464877279150523	0.0009903640256959316
O	149	0.0007414777431639446	0.0009635974304068523
Heauen	150	0.0007365345582095184	0.0009635974304068523
death	151	0.0007316568459034949	0.0009635974304068523
go	152	0.0007268433140225509	0.0009635974304068523
Laertes	153	0.0007220927041269788	0.000936830835117773
she	154	0.0007174037904638166	0.000936830835117773
againe	155	0.000712775378912437	0.0009100642398286938
Of	156	0.0007082063059706906	0.0009100642398286938
vp	157	0.0007036954377797946	0.0009100642398286938
these	158	0.0006992416691862515	0.0009100642398286938
Come	159	0.0006948439228391683	0.0009100642398286938
how	160	0.0006905011483214234	0.0009100642398286938
can	161	0.0006862123213132158	0.0008832976445396145
Then	162	0.000681976442786591	0.0008832976445396145
thus	163	0.0006777925382296181	0.0008832976445396145
where	164	0.0006736596568989497	0.0008565310492505353
Mar	165	0.0006695768710995621	0.0008297644539614561
owne	166	0.0006655432754905286	0.0008297644539614561
o	167	0.000661557986415735	0.0008297644539614561
Tis	168	0.0006576201412584984	0.0008029978586723769
heare	169	0.000653728897819099	0.0008029978586723769
life	170	0.0006498834337142808	0.0008029978586723769
Or	171	0.0006460829457978231	0.0008029978586723769
We	172	0.000642326649601324	0.0008029978586723769
night	173	0.00063861377879438	0.0007762312633832977
made	174	0.0006349435846633778	0.0007762312633832977
st	175	0.0006313153356081586	0.0007762312633832977
Clo	176	0.0006277283166558395	0.0007762312633832977
downe	177	0.0006241818289911172	0.0007494646680942184
might	178	0.000620675189502403	0.0007494646680942184
Ophelia	179	0.0006172077303431717	0.0007494646680942184
hast	180	0.0006137787985079319	0.0007226980728051392
dead	181	0.0006103877554222527	0.0007226980728051392
when	182	0.0006070339765463064	0.0007226980728051392
yet	183	0.0006037168509914084	0.0007226980728051392
God	184	0.0006004357811490638	0.00069593147751606
cannot	185	0.0005971901823320419	0.00069593147751606
could	186	0.000593979482427031	0.00069593147751606
There	187	0.0005908031215584371	0.00069593147751606
Nay	188	0.0005876605517629135	0.0006691648822269807
&	189	0.0005845512366742208	0.0006691648822269807
thing	190	0.0005814746512180408	0.0006691648822269807
matter	191	0.0005784302813163757	0.0006691648822269807
Play	192	0.0005754176236011861	0.0006691648822269807
Who	193	0.0005724361851369313	0.0006423982869379015
heart	194	0.0005694854831516893	0.0006423982869379015
When	195	0.0005665650447765526	0.0006423982869379015
Where	196	0.0005636744067929986	0.0006423982869379015
Is	197	0.000560813115387958	0.0006423982869379015
Now	198	0.0005579807259163018	0.0006423982869379015
leaue	199	0.0005551768026704912	0.0006423982869379015
were	200	0.0005524009186571387	0.0006423982869379015
nothing	201	0.0005496526553802375	0.0006156316916488223
away	202	0.0005469316026308304	0.0006156316916488223
doth	203	0.0005442373582828953	0.0006156316916488223
done	204	0.000541569528095234	0.0006156316916488223
re	205	0.0005389277255191597	0.0006156316916488223
Exeunt	206	0.0005363115715117851	0.0006156316916488223
into	207	0.0005337206943547234	0.0006156316916488223
l	208	0.0005311547294780181	0.0006156316916488223
take	209	0.000528613319289128	0.000588865096359743
comes	210	0.0005260961130067988	0.000588865096359743
true	211	0.0005236027664996575	0.000588865096359743
Good	212	0.0005211329421293761	0.000588865096359743
day	213	0.0005186863085982523	0.000588865096359743
world	214	0.0005162625408010642	0.000588865096359743
head	215	0.0005138613196810593	0.000588865096359743
both	216	0.0005114823320899432	0.000588865096359743
call	217	0.0005091252706517407	0.000588865096359743
two	218	0.0005067898336304026	0.0005620985010706638
ha	219	0.0005044757248010399	0.0005620985010706638
hold	220	0.0005021826533246715	0.0005620985010706638
Ghost	221	0.0004999103336263699	0.0005620985010706638
Which	222	0.0004976584852767015	0.0005620985010706638
i	223	0.0004954268328763576	0.0005620985010706638
put	224	0.0004932151059438739	0.0005620985010706638
Giue	225	0.0004910230388063456	0.0005353319057815846
seene	226	0.0004888503704930431	0.0005353319057815846
Denmarke	227	0.00048669684463184033	0.0005353319057815846
Do	228	0.00048456220934836727	0.0005353319057815846
pray	229	0.0004824462171678067	0.0005353319057815846
Polonius	230	0.0004803486249192511	0.0005353319057815846
Your	231	0.00047826919364254435	0.0005353319057815846
Loue	232	0.0004762076884975334	0.0005353319057815846
set	233	0.00047416387867565556	0.0005353319057815846
Guild	234	0.0004721375373137938	0.0005353319057815846
England	235	0.0004701284414103308	0.0005353319057815846
whose	236	0.0004681363717433379	0.0005085653104925054
those	237	0.00046616111279083433	0.0005085653104925054
His	238	0.0004642024526530577	0.0005085653104925054
shew	239	0.00046226018297668506	0.0005085653104925054
Fathers	240	0.0004603340988809489	0.0005085653104925054
faire	241	0.0004584239988855923	0.0005085653104925054
off	242	0.0004565296848406105	0.0005085653104925054
sweet	243	0.0004546509618577274	0.0005085653104925054
great	244	0.0004527876382435563	0.0005085653104925054
poore	245	0.000450939525434399	0.0005085653104925054
himselfe	246	0.00044910643793263314	0.0005085653104925054
Players	247	0.00044728819324464674	0.0005085653104925054
who	248	0.00044548461182027316	0.00048179871520342613
Exit	249	0.0004436955169936857	0.00048179871520342613
eyes	250	0.000441920734925711	0.00048179871520342613
once	251	0.0004401600945475209	0.00048179871520342613
hand	252	0.0004384134275056656	0.00048179871520342613
nor	253	0.00043668056810841003	0.00048179871520342613
looke	254	0.00043496135327333754	0.00048179871520342613
Nature	255	0.0004332556224761872	0.00048179871520342613
Sonne	256	0.00043156321770088964	0.00048179871520342613
indeed	257	0.0004298839833907694	0.00048179871520342613
play	258	0.0004282177664008827	0.00048179871520342613
feare	259	0.0004265644159514585	0.00048179871520342613
Soule	260	0.0004249237835824144	0.00048179871520342613
meanes	261	0.0004232957231089185	0.00048179871520342613
Will	262	0.0004216800905779685	0.00048179871520342613
They	263	0.000420076744225961	0.00048179871520342613
Osr	264	0.00041848554443722633	0.00048179871520342613
Haue	265	0.00041690635370350093	0.0004550321199143469
against	266	0.0004153390365843148	0.0004550321199143469
part	267	0.0004137834596682687	0.0004550321199143469
any	268	0.00041223949153517813	0.0004550321199143469
deere	269	0.00041070700271906224	0.0004550321199143469
!	270	0.0004091858656719546	0.0004550321199143469
eare	271	0.0004076759547285156	0.0004550321199143469
does	272	0.00040617714607142554	0.0004550321199143469
words	273	0.0004046893176975375	0.0004550321199143469
end	274	0.00040321234938477276	0.0004550321199143469
neuer	275	0.00040174612265973727	0.0004550321199143469
mad	276	0.00040029052076604257	0.0004550321199143469
Guildensterne	277	0.0003988454286333132	0.0004550321199143469
By	278	0.0003974107328468624	0.00042826552462526765
though	279	0.0003959863216180206	0.00042826552462526765
about	280	0.0003945720847550991	0.00042826552462526765
old	281	0.00039316791363497414	0.00042826552462526765
first	282	0.00039177370117527566	0.00042826552462526765
Be	283	0.00039038934180716514	0.00042826552462526765
hee	284	0.00038901473144868924	0.00042826552462526765
keepe	285	0.0003876497674786938	0.00042826552462526765
follow	286	0.00038629434871128584	0.00042826552462526765
liue	287	0.00038494837537082836	0.00040149892933618843
while	288	0.00038361174906745743	0.00040149892933618843
sir	289	0.00038228437277310637	0.00040149892933618843
other	290	0.0003809661507980267	0.00040149892933618843
long	291	0.00037965698876779293	0.00040149892933618843
better	292	0.0003783567936007799	0.00040149892933618843
thoughts	293	0.0003770654734861015	0.00040149892933618843
Noble	294	0.0003757829378619991	0.00040149892933618843
within	295	0.0003745090973946703	0.00040149892933618843
bee	296	0.00037324386395752617	0.00040149892933618843
soule	297	0.0003719871506108678	0.00040149892933618843
goe	298	0.0003707388715819723	0.00040149892933618843
many	299	0.00036949894224557774	0.00040149892933618843
Not	300	0.0003682672791047592	0.0003747323340471092
Thou	301	0.0003670437997721852	0.0003747323340471092
beleeue	302	0.00036582842295174747	0.0003747323340471092
euen	303	0.0003646210684205536	0.0003747323340471092
heard	304	0.00036342165701127546	0.0003747323340471092
still	305	0.0003622301105948451	0.0003747323340471092
Nor	306	0.0003610463520634894	0.0003747323340471092
body	307	0.0003598703053140969	0.0003747323340471092
All	308	0.0003587018952319083	0.0003747323340471092
makes	309	0.00035754104767452347	0.0003747323340471092
sent	310	0.0003563876894562185	0.0003747323340471092
Kin	311	0.0003552417483325651	0.0003747323340471092
same	312	0.0003541031529853453	0.00034796573875803
Looke	313	0.00035297183300775635	0.00034796573875803
gone	314	0.0003518477188898973	0.00034796573875803
before	315	0.0003507307420045325	0.00034796573875803
why	316	0.00034962083459312576	0.00034796573875803
Fortinbras	317	0.000348517929752138	0.00034796573875803
Vpon	318	0.00034742196141958413	0.00034796573875803
euer	319	0.00034633286436184244	0.00034796573875803
finde	320	0.0003452505741607117	0.00034796573875803
Gertrude	321	0.00034417502720070946	0.00034796573875803
thine	322	0.0003431061606566079	0.00034796573875803
breath	323	0.00034204391248120045	0.00034796573875803
Would	324	0.0003409882213932955	0.00034796573875803
drinke	325	0.0003399390268659315	0.00034796573875803
saw	326	0.00033889626911480904	0.00034796573875803
else	327	0.000337859889086935	0.00034796573875803
said	328	0.00033682982844947484	0.00034796573875803
speech	329	0.00033580602957880774	0.00034796573875803
madnesse	330	0.00033478843554978106	0.00034796573875803
wee	331	0.00033377699012515936	0.00034796573875803
rest	332	0.0003327716377452643	0.00034796573875803
Reynol	333	0.000331772323517801	0.00034796573875803
Most	334	0.0003307789932078675	0.00032119914346895073
thought	335	0.0003297915932281425	0.00032119914346895073
At	336	0.0003288100706292492	0.00032119914346895073
goes	337	0.00032783437309029005	0.00032119914346895073
Our	338	0.0003268644489095495	0.00032119914346895073
vse	339	0.00032590024699536205	0.00032119914346895073
beare	340	0.0003249417168571404	0.00032119914346895073
farre	341	0.0003239888085965623	0.00032119914346895073
selues	342	0.00032304147289891153	0.00032119914346895073
eye	343	0.0003220996610245707	0.00032119914346895073
further	344	0.000321163324800662	0.00032119914346895073
little	345	0.000320232416612834	0.00032119914346895073
Madam	346	0.00031930688939719	0.00032119914346895073
tongue	347	0.0003183866966323566	0.00032119914346895073
Gentlemen	348	0.0003174717923316889	0.00032119914346895073
Both	349	0.00031656213103560955	0.00032119914346895073
beene	350	0.0003156576678040793	0.00032119914346895073
foule	351	0.00031475835820919586	0.00032119914346895073
youth	352	0.00031386415832791975	0.00032119914346895073
betweene	353	0.0003129750247349228	0.00032119914346895073
fit	354	0.0003120909144955586	0.00032119914346895073
Go	355	0.0003112117851589514	0.00032119914346895073
cause	356	0.0003103375947512015	0.00032119914346895073
Other	357	0.00030946830176870516	0.00032119914346895073
bed	358	0.00030860386517158586	0.0002944325481798715
Well	359	0.00030774424437723604	0.0002944325481798715
Friends	360	0.00030688939925396596	0.0002944325481798715
welcome	361	0.0003060392901147583	0.0002944325481798715
Did	362	0.00030519387771112637	0.0002944325481798715
last	363	0.00030435312322707366	0.0002944325481798715
stand	364	0.0003035169882731532	0.0002944325481798715
purpose	365	0.00030268543488062394	0.0002944325481798715
kinde	366	0.0003018584254957042	0.0002944325481798715
earth	367	0.00030103592297391757	0.0002944325481798715
ere	368	0.0003002178905745319	0.0002944325481798715
ye	369	0.0002994042919550887	0.0002944325481798715
Vertue	370	0.00029859509116602094	0.0002944325481798715
way	371	0.0002977902526453578	0.0002944325481798715
please	372	0.0002969897412135155	0.0002944325481798715
command	373	0.0002961935220681709	0.0002944325481798715
meane	374	0.00029540156077921857	0.0002944325481798715
blood	375	0.0002946138232838073	0.0002944325481798715
Graue	376	0.00029383027588145676	0.0002944325481798715
right	377	0.0002930508852292513	0.0002944325481798715
Rosincrance	378	0.0002922756183371104	0.0002944325481798715
Barn	379	0.00029150444256313386	0.0002676659528907923
Marcellus	380	0.0002907373256090204	0.0002676659528907923
men	381	0.00028997423551555836	0.0002676659528907923
honest	382	0.00028921514065818784	0.0002676659528907923
Earth	383	0.00028846000974263117	0.0002676659528907923
oft	384	0.0002877088118005931	0.0002676659528907923
Spirit	385	0.0002869615161855266	0.0002676659528907923
Yet	386	0.00028621809256846567	0.0002676659528907923
late	387	0.00028547851093392183	0.0002676659528907923
Farewell	388	0.00028474274157584467	0.0002676659528907923
Take	389	0.0002840107550936446	0.0002676659528907923
best	390	0.0002832825223882763	0.0002676659528907923
alone	391	0.000282558014658383	0.0002676659528907923
These	392	0.0002818372033964993	0.0002676659528907923
Heauens	393	0.00028112006038531236	0.0002676659528907923
name	394	0.000280406557693979	0.0002676659528907923
She	395	0.0002796966676745006	0.0002676659528907923
word	396	0.0002789903629581509	0.0002676659528907923
none	397	0.00027828761645195903	0.0002676659528907923
Till	398	0.0002775884013352456	0.0002676659528907923
sleepe	399	0.00027689269105620986	0.0002676659528907923
second	400	0.00027620045932856937	0.0002676659528907923
winde	401	0.00027551168012824874	0.0002676659528907923
Are	402	0.00027482632769011873	0.0002676659528907923
free	403	0.0002741443765047835	0.0002676659528907923
after	404	0.0002734658013154152	0.0002676659528907923
Sword	405	0.0002727905771146364	0.0002676659528907923
helpe	406	0.00027211867914144763	0.0002676659528907923
question	407	0.00027145008287820084	0.0002676659528907923
Guil	408	0.000270784764047617	0.0002676659528907923
Lady	409	0.0002701226986098478	0.0002676659528907923
Pyrrhus	410	0.0002694638627595799	0.0002676659528907923
Night	411	0.0002688082329231819	0.00024089935760171306
art	412	0.00026815578575589254	0.00024089935760171306
Hora	413	0.00026750649813905023	0.00024089935760171306
something	414	0.0002668603471773617	0.00024089935760171306
strange	415	0.00026621731019621145	0.00024089935760171306
State	416	0.00026557736473900904	0.00024089935760171306
young	417	0.0002649404885645749	0.00024089935760171306
full	418	0.000264306659644564	0.00024089935760171306
walke	419	0.0002636758561609254	0.00024089935760171306
being	420	0.0002630480565033994	0.00024089935760171306
Ayre	421	0.0002624232392670493	0.00024089935760171306
Brothers	422	0.0002618013832498288	0.00024089935760171306
things	423	0.0002611824674501838	0.00024089935760171306
voyce	424	0.00026056647106468807	0.00024089935760171306
till	425	0.0002599533734857123	0.00024089935760171306
excellent	426	0.00025934315429912614	0.00024089935760171306
face	427	0.0002587357932820322	0.00024089935760171306
Indeed	428	0.0002581312704005321	0.00024089935760171306
hands	429	0.0002575295658075239	0.00024089935760171306
May	430	0.00025693065984052965	0.00024089935760171306
deare	431	0.00025633453301955394	0.00024089935760171306
neere	432	0.0002557411660449716	0.00024089935760171306
Marry	433	0.00025515053979544515	0.00024089935760171306
giuen	434	0.00025456263532587037	0.00024089935760171306
fire	435	0.00025397743386535116	0.00024089935760171306
draw	436	0.0002533949168152013	0.00024089935760171306
Gho	437	0.00025281506574697426	0.00024089935760171306
Alas	438	0.00025223786240051997	0.00024089935760171306
Make	439	0.00025166328868206773	0.00024089935760171306
ought	440	0.00025109132666233574	0.00024089935760171306
without	441	0.00025052195857466606	0.00024089935760171306
Gentleman	442	0.00024995516681318496	0.00024089935760171306
since	443	0.0002493909339309881	0.00024089935760171306
bring	444	0.00024882924263835076	0.00024089935760171306
fine	445	0.00024827007580096124	0.00024089935760171306
three	446	0.0002477134164381788	0.00024089935760171306
daughter	447	0.00024715924772131487	0.00024089935760171306
Fortune	448	0.00024660755297193694	0.00024089935760171306
mee	449	0.0002460583156601954	0.00024089935760171306
poyson	450	0.0002455115194031728	0.00024089935760171306
Barnardo	451	0.0002449671479632544	0.00021413276231263382
Fran	452	0.00024442518524652156	0.00021413276231263382
answer	453	0.000243885615301165	0.00021413276231263382
Watch	454	0.00024334842231592016	0.00021413276231263382
ground	455	0.00024281359061852252	0.00021413276231263382
Say	456	0.00024228110467418363	0.00021413276231263382
sight	457	0.00024175094908408695	0.00021413276231263382
eares	458	0.00024122310858390336	0.00021413276231263382
Had	459	0.00024069756804232626	0.00021413276231263382
forme	460	0.00024017431245962554	0.00021413276231263382
Maiesty	461	0.00023965332696622072	0.00021413276231263382
Thus	462	0.00023913459682127218	0.00021413276231263382
Whose	463	0.00023861810741129103	0.00021413276231263382
Hath	464	0.0002381038442487667	0.00021413276231263382
wrong	465	0.00023759179297081235	0.00021413276231263382
Th	466	0.00023708193933782778	0.00021413276231263382
power	467	0.00023657426923217933	0.00021413276231263382
Sister	468	0.0002360687686568969	0.00021413276231263382
whole	469	0.0002355654237343875	0.00021413276231263382
woe	470	0.0002350642207051654	0.00021413276231263382
businesse	471	0.00023456514592659817	0.00021413276231263382
Reason	472	0.00023406818587166895	0.00021413276231263382
pardon	473	0.00023357332712775421	0.00021413276231263382
beseech	474	0.00023308055639541716	0.00021413276231263382
Queen	475	0.0002325898604872163	0.00021413276231263382
Friend	476	0.00023210122632652885	0.00021413276231263382
common	477	0.0002316146409463894	0.00021413276231263382
Heere	478	0.00023113009148834253	0.00021413276231263382
Kings	479	0.0002306475652013105	0.00021413276231263382
heauen	480	0.00023016704944047445	0.00021413276231263382
remember	481	0.00022968853166616997	0.00021413276231263382
each	482	0.00022921199944279615	0.00021413276231263382
top	483	0.00022873744043773862	0.00021413276231263382
Hell	484	0.00022826484242030525	0.00021413276231263382
Armes	485	0.00022779419326067577	0.00021413276231263382
therefore	486	0.0002273254809288637	0.00021413276231263382
deed	487	0.00022685869349369148	0.00021413276231263382
friends	488	0.00022639381912177816	0.00021413276231263382
euery	489	0.00022593084607653937	0.00021413276231263382
wilt	490	0.0002254697627171995	0.00021413276231263382
Reuenge	491	0.00022501055749781616	0.00021413276231263382
Villaine	492	0.00022455321896631657	0.00021413276231263382
Art	493	0.00022409773576354512	0.00021413276231263382
hither	494	0.00022364409662232337	0.00021413276231263382
worke	495	0.0002231922903665207	0.00021413276231263382
marke	496	0.00022274230591013658	0.00021413276231263382
seeme	497	0.00022229413225639388	0.00021413276231263382
minde	498	0.00022184775849684284	0.00021413276231263382
On	499	0.0002214031738104764	0.00021413276231263382
thousand	500	0.0002209603674628555	0.00021413276231263382
Madnesse	501	0.000220519328805245	0.00021413276231263382
Action	502	0.00022008004727376045	0.00021413276231263382
Pray	503	0.0002196425123885243	0.00021413276231263382
verie	504	0.0002192067137528328	0.00021413276231263382
kill	505	0.00021877264105233217	0.00021413276231263382
Bar	506	0.00021834028405420502	0.0001873661670235546
sit	507	0.00021790963260636637	0.0001873661670235546
look	508	0.00021748067663666877	0.0001873661670235546
Was	509	0.00021705340615211735	0.0001873661670235546
knowne	510	0.0002166278112380936	0.0001873661670235546
bin	511	0.00021620388205758853	0.0001873661670235546
lost	512	0.00021578160885044482	0.0001873661670235546
Speake	513	0.00021536098193260768	0.0001873661670235546
grace	514	0.0002149419916953847	0.0001873661670235546
greefe	515	0.00021452462860471405	0.0001873661670235546
duty	516	0.00021410888320044135	0.0001873661670235546
From	517	0.00021369474609560493	0.0001873661670235546
came	518	0.00021328220797572924	0.0001873661670235546
lesse	519	0.00021287125959812666	0.0001873661670235546
stay	520	0.0002124618917912072	0.0001873661670235546
Like	521	0.00021205409545379603	0.0001873661670235546
faith	522	0.00021164786155445926	0.0001873661670235546
Wee	523	0.00021124318113083698	0.0001873661670235546
together	524	0.00021084004528898424	0.0001873661670235546
Act	525	0.00021043844520271952	0.0001873661670235546
peace	526	0.0002100383721129805	0.0001873661670235546
Doe	527	0.00020963981732718737	0.0001873661670235546
grow	528	0.00020924277221861316	0.0001873661670235546
Daughter	529	0.00020884722822576133	0.0001873661670235546
light	530	0.00020845317685175047	0.0001873661670235546
Euen	531	0.00020806060966370573	0.0001873661670235546
borne	532	0.0002076695182921574	0.0001873661670235546
Thy	533	0.00020727989443044604	0.0001873661670235546
Table	534	0.00020689172983413435	0.0001873661670235546
sure	535	0.0002065050163204257	0.0001873661670235546
Neuer	536	0.00020611974576758906	0.0001873661670235546
Sweare	537	0.00020573591011439058	0.0001873661670235546
touch	538	0.00020535350135953112	0.0001873661670235546
another	539	0.00020497251156109043	0.0001873661670235546
Musicke	540	0.0002045929328359773	0.0001873661670235546
seeke	541	0.00020421475735938585	0.0001873661670235546
Letters	542	0.0002038379773642578	0.0001873661670235546
Hamlets	543	0.00020346258514075091	0.0001873661670235546
receiue	544	0.00020308857303571277	0.0001873661670235546
Newes	545	0.000202715933452161	0.0001873661670235546
Maiestie	546	0.00020234465884876875	0.0001873661670235546
thanke	547	0.00020197474173935603	0.0001873661670235546
Time	548	0.00020160617469238638	0.0001873661670235546
gaue	549	0.00020123895033046947	0.0001873661670235546
bad	550	0.00020087306132986863	0.0001873661670235546
fall	551	0.00020050850042001403	0.0001873661670235546
lye	552	0.00020014526038302129	0.0001873661670235546
times	553	0.0001997833340532147	0.0001873661670235546
Husband	554	0.0001994227143166566	0.0001873661670235546
dost	555	0.00019906339411068062	0.0001873661670235546
[	556	0.0001987053664234312	0.00016059957173447537
cold	557	0.00019834862429340708	0.00016059957173447537
Dane	558	0.0001979931608090103	0.00016059957173447537
Therefore	559	0.0001976389691080997	0.00016059957173447537
watch	560	0.00019728604237754954	0.00016059957173447537
breake	561	0.00019693437385281238	0.00016059957173447537
buried	562	0.00019658395681748707	0.00016059957173447537
charge	563	0.0001962347846028912	0.00016059957173447537
pale	564	0.00019588685058763783	0.00016059957173447537
Such	565	0.00019554014819721724	0.00016059957173447537
fell	566	0.00019519467090358257	0.00016059957173447537
