Type	Rank	Predicted Relative Frequency	Actual Relative Frequency
Comrade	2517	4.389359703274841e-05	2.6766595289079228e-05
Beware	2518	4.387616510382356e-05	2.6766595289079228e-05
entrance	2519	4.3858747015255154e-05	2.6766595289079228e-05
quarrell	2520	4.3841342750566565e-05	2.6766595289079228e-05
Bear	2521	4.382395229330732e-05	2.6766595289079228e-05
opposed	2522	4.380657562705303e-05	2.6766595289079228e-05
beware	2523	4.378921273540537e-05	2.6766595289079228e-05
reserue	2524	4.377186360199197e-05	2.6766595289079228e-05
Costly	2525	4.3754528210466436e-05	2.6766595289079228e-05
habit	2526	4.3737206544508207e-05	2.6766595289079228e-05
purse	2527	4.371989858782261e-05	2.6766595289079228e-05
exprest	2528	4.370260432414072e-05	2.6766595289079228e-05
fancie	2529	4.368532373721936e-05	2.6766595289079228e-05
gawdie	2530	4.366805681084101e-05	2.6766595289079228e-05
Apparell	2531	4.36508035288138e-05	2.6766595289079228e-05
proclaimes	2532	4.363356387497146e-05	2.6766595289079228e-05
ranck	2533	4.361633783317321e-05	2.6766595289079228e-05
station	2534	4.3599125387303764e-05	2.6766595289079228e-05
select	2535	4.358192652127327e-05	2.6766595289079228e-05
cheff	2536	4.356474121901725e-05	2.6766595289079228e-05
borrower	2537	4.354756946449655e-05	2.6766595289079228e-05
lender	2538	4.35304112416973e-05	2.6766595289079228e-05
lone	2539	4.3513266534630855e-05	2.6766595289079228e-05
loses	2540	4.3496135327333756e-05	2.6766595289079228e-05
borrowing	2541	4.3479017603867665e-05	2.6766595289079228e-05
duls	2542	4.3461913348319335e-05	2.6766595289079228e-05
Husbandry	2543	4.344482254480053e-05	2.6766595289079228e-05
Blessing	2544	4.3427745177448016e-05	2.6766595289079228e-05
inuites	2545	4.341068123042347e-05	2.6766595289079228e-05
lockt	2546	4.339363068791349e-05	2.6766595289079228e-05
key	2547	4.3376593534129464e-05	2.6766595289079228e-05
L	2548	4.335956975330759e-05	2.6766595289079228e-05
ord	2549	4.33425593297088e-05	2.6766595289079228e-05
bethought	2550	4.332556224761872e-05	2.6766595289079228e-05
Giuen	2551	4.3308578491347604e-05	2.6766595289079228e-05
priuate	2552	4.3291608045230305e-05	2.6766595289079228e-05
bounteous	2553	4.327465089362622e-05	2.6766595289079228e-05
caution	2554	4.3257707020919244e-05	2.6766595289079228e-05
cleerely	2555	4.324077641151771e-05	2.6766595289079228e-05
behoues	2556	4.322385904985436e-05	2.6766595289079228e-05
puh	2557	4.320695492038629e-05	2.6766595289079228e-05
Girle	2558	4.31900640075949e-05	2.6766595289079228e-05
Vnsifted	2559	4.3173186295985835e-05	2.6766595289079228e-05
perillous	2560	4.3156321770088965e-05	2.6766595289079228e-05
starling	2561	4.313947041445832e-05	2.6766595289079228e-05
Tender	2562	4.312263221367203e-05	2.6766595289079228e-05
dearly	2563	4.3105807152332325e-05	2.6766595289079228e-05
Roaming	2564	4.3088995215065426e-05	2.6766595289079228e-05
importun	2565	4.307219638652154e-05	2.6766595289079228e-05
honourable	2566	4.30554106513748e-05	2.6766595289079228e-05
Springes	2567	4.3038637994323235e-05	2.6766595289079228e-05
Woodcocks	2568	4.302187840008868e-05	2.6766595289079228e-05
Bloud	2569	4.300513185341679e-05	2.6766595289079228e-05
blazes	2570	4.298839833907694e-05	2.6766595289079228e-05
extinct	2571	4.297167784186221e-05	2.6766595289079228e-05
somewhat	2572	4.295497034658932e-05	2.6766595289079228e-05
scanter	2573	4.293827583809862e-05	2.6766595289079228e-05
entreatments	2574	4.292159430125398e-05	2.6766595289079228e-05
higher	2575	4.2904925720942815e-05	2.6766595289079228e-05
rate	2576	4.288827008207599e-05	2.6766595289079228e-05
parley	2577	4.287162736958779e-05	2.6766595289079228e-05
larger	2578	4.28549975684359e-05	2.6766595289079228e-05
tether	2579	4.283838066360129e-05	2.6766595289079228e-05
Broakers	2580	4.2821776640088275e-05	2.6766595289079228e-05
Inuestments	2581	4.280518548292435e-05	2.6766595289079228e-05
implorators	2582	4.2788607177160246e-05	2.6766595289079228e-05
vnholy	2583	4.277204170786982e-05	2.6766595289079228e-05
Sutes	2584	4.275548906015006e-05	2.6766595289079228e-05
Breathing	2585	4.2738949219120985e-05	2.6766595289079228e-05
sanctified	2586	4.2722422169925654e-05	2.6766595289079228e-05
bonds	2587	4.2705907897730085e-05	2.6766595289079228e-05
plaine	2588	4.268940638772324e-05	2.6766595289079228e-05
slander	2589	4.267291762511693e-05	2.6766595289079228e-05
leisure	2590	4.2656441595145846e-05	2.6766595289079228e-05
bites	2591	4.2639978283067445e-05	2.6766595289079228e-05
shrewdly	2592	4.2623527674161935e-05	2.6766595289079228e-05
nipping	2593	4.260708975373226e-05	2.6766595289079228e-05
eager	2594	4.259066450710398e-05	2.6766595289079228e-05
lacks	2595	4.2574251919625334e-05	2.6766595289079228e-05
rouse	2596	4.2557851976667085e-05	2.6766595289079228e-05
wassels	2597	4.254146466362254e-05	2.6766595289079228e-05
swaggering	2598	4.2525089965907517e-05	2.6766595289079228e-05
vpspring	2599	4.2508727868960274e-05	2.6766595289079228e-05
reeles	2600	4.249237835824144e-05	2.6766595289079228e-05
dreines	2601	4.247604141923404e-05	2.6766595289079228e-05
draughts	2602	4.2459717037443406e-05	2.6766595289079228e-05
kettle	2603	4.2443405198397134e-05	2.6766595289079228e-05
Drum	2604	4.242710588764506e-05	2.6766595289079228e-05
bray	2605	4.241081909075921e-05	2.6766595289079228e-05
triumph	2606	4.2394544793333744e-05	2.6766595289079228e-05
Pledge	2607	4.237828298098494e-05	2.6766595289079228e-05
Horat	2608	4.236203363935113e-05	2.6766595289079228e-05
natiue	2609	4.234579675409266e-05	2.6766595289079228e-05
manner	2610	4.2329572310891855e-05	2.6766595289079228e-05
breach	2611	4.2313360295452984e-05	2.6766595289079228e-05
Ministers	2612	4.22971606935022e-05	2.6766595289079228e-05
Goblin	2613	4.22809734907875e-05	2.6766595289079228e-05
ayres	2614	4.226479867307871e-05	2.6766595289079228e-05
blasts	2615	4.22486362261674e-05	2.6766595289079228e-05
euents	2616	4.223248613586688e-05	2.6766595289079228e-05
com	2617	4.221634838801213e-05	2.6766595289079228e-05
questionable	2618	4.220022296845979e-05	2.6766595289079228e-05
Canoniz	2619	4.2184109863088104e-05	2.6766595289079228e-05
Hearsed	2620	4.216800905779685e-05	2.6766595289079228e-05
cerments	2621	4.215192053850734e-05	2.6766595289079228e-05
Sepulcher	2622	4.2135844291162376e-05	2.6766595289079228e-05
quietly	2623	4.211978030172617e-05	2.6766595289079228e-05
enurn	2624	4.2103728556184355e-05	2.6766595289079228e-05
op	2625	4.2087689040543906e-05	2.6766595289079228e-05
ponderous	2626	4.207166174083311e-05	2.6766595289079228e-05
Marble	2627	4.205564664310154e-05	2.6766595289079228e-05
iawes	2628	4.203964373341999e-05	2.6766595289079228e-05
compleat	2629	4.2023652997880466e-05	2.6766595289079228e-05
steele	2630	4.20076744225961e-05	2.6766595289079228e-05
Reuisits	2631	4.199170799370115e-05	2.6766595289079228e-05
glimpses	2632	4.197575369735097e-05	2.6766595289079228e-05
Making	2633	4.1959811519721894e-05	2.6766595289079228e-05
hidious	2634	4.1943881447011295e-05	2.6766595289079228e-05
reaches	2635	4.192796346543747e-05	2.6766595289079228e-05
beckens	2636	4.1912057561239664e-05	2.6766595289079228e-05
beckons	2637	4.1896163720677945e-05	2.6766595289079228e-05
impartment	2638	4.188028193003326e-05	2.6766595289079228e-05
courteous	2639	4.186441217560733e-05	2.6766595289079228e-05
remoued	2640	4.184855444372263e-05	2.6766595289079228e-05
pins	2641	4.1832708720722356e-05	2.6766595289079228e-05
fee	2642	4.181687499297038e-05	2.6766595289079228e-05
immortall	2643	4.180105324685121e-05	2.6766595289079228e-05
waues	2644	4.1785243468769946e-05	2.6766595289079228e-05
Floud	2645	4.176944564515227e-05	2.6766595289079228e-05
Sonnet	2646	4.175365976244435e-05	2.6766595289079228e-05
Cliffe	2647	4.173788580711286e-05	2.6766595289079228e-05
beetles	2648	4.172212376564492e-05	2.6766595289079228e-05
assumes	2649	4.170637362454803e-05	2.6766595289079228e-05
depriue	2650	4.169063537035009e-05	2.6766595289079228e-05
Soueraignty	2651	4.16749089895993e-05	2.6766595289079228e-05
fate	2652	4.165919446886416e-05	2.6766595289079228e-05
petty	2653	4.164349179473341e-05	2.6766595289079228e-05
Artire	2654	4.162780095381603e-05	2.6766595289079228e-05
hardy	2655	4.161212193274115e-05	2.6766595289079228e-05
Nemian	2656	4.159645471815804e-05	2.6766595289079228e-05
Lions	2657	4.1580799296736076e-05	2.6766595289079228e-05
nerue	2658	4.156515565516469e-05	2.6766595289079228e-05
Vnhand	2659	4.154952378015334e-05	2.6766595289079228e-05
sulphurous	2660	4.153390365843149e-05	2.6766595289079228e-05
tormenting	2661	4.151829527674849e-05	2.6766595289079228e-05
Flames	2662	4.1502698621873686e-05	2.6766595289079228e-05
render	2663	4.1487113680596225e-05	2.6766595289079228e-05
Pitty	2664	4.147154043972513e-05	2.6766595289079228e-05
serious	2665	4.145597888608921e-05	2.6766595289079228e-05
Doom	2666	4.144042900653704e-05	2.6766595289079228e-05
confin	2667	4.142489078793691e-05	2.6766595289079228e-05
Fiers	2668	4.1409364217176813e-05	2.6766595289079228e-05
burnt	2669	4.1393849281164385e-05	2.6766595289079228e-05
purg	2670	4.137834596682687e-05	2.6766595289079228e-05
secrets	2671	4.1362854261111104e-05	2.6766595289079228e-05
House	2672	4.134737415098344e-05	2.6766595289079228e-05
lightest	2673	4.133190562342976e-05	2.6766595289079228e-05
harrow	2674	4.13164486654554e-05	2.6766595289079228e-05
freeze	2675	4.130100326408514e-05	2.6766595289079228e-05
Spheres	2676	4.128556940636313e-05	2.6766595289079228e-05
knotty	2677	4.127014707935291e-05	2.6766595289079228e-05
combined	2678	4.125473627013732e-05	2.6766595289079228e-05
lockes	2679	4.123933696581849e-05	2.6766595289079228e-05
Quilles	2680	4.1223949153517814e-05	2.6766595289079228e-05
fretfull	2681	4.1208572820375886e-05	2.6766595289079228e-05
Porpentine	2682	4.119320795355247e-05	2.6766595289079228e-05
blason	2683	4.117785454022651e-05	2.6766595289079228e-05
didst	2684	4.116251256759603e-05	2.6766595289079228e-05
Hast	2685	4.114718202287812e-05	2.6766595289079228e-05
meditation	2686	4.113186289330891e-05	2.6766595289079228e-05
sweepe	2687	4.111655516614356e-05	2.6766595289079228e-05
duller	2688	4.110125882865615e-05	2.6766595289079228e-05
weede	2689	4.108597386813973e-05	2.6766595289079228e-05
rots	2690	4.107070027190622e-05	2.6766595289079228e-05
Lethe	2691	4.105543802728642e-05	2.6766595289079228e-05
Wharfe	2692	4.104018712162992e-05	2.6766595289079228e-05
stung	2693	4.1024947542305136e-05	2.6766595289079228e-05
forged	2694	4.1009719276699236e-05	2.6766595289079228e-05
processe	2695	4.0994502312218087e-05	2.6766595289079228e-05
Rankly	2696	4.0979296636286256e-05	2.6766595289079228e-05
abus	2697	4.0964102236346955e-05	2.6766595289079228e-05
weares	2698	4.094891909986202e-05	2.6766595289079228e-05
Propheticke	2699	4.093374721431187e-05	2.6766595289079228e-05
adulterate	2700	4.091858656719546e-05	2.6766595289079228e-05
Traitorous	2701	4.090343714603026e-05	2.6766595289079228e-05
guifts	2702	4.0888298938352234e-05	2.6766595289079228e-05
seduce	2703	4.087317193171578e-05	2.6766595289079228e-05
Won	2704	4.085805611369369e-05	2.6766595289079228e-05
shamefull	2705	4.084295147187717e-05	2.6766595289079228e-05
vertuous	2706	4.0827857993875736e-05	2.6766595289079228e-05
dignity	2707	4.081277566731723e-05	2.6766595289079228e-05
decline	2708	4.0797704479847765e-05	2.6766595289079228e-05
moued	2709	4.078264441913169e-05	2.6766595289079228e-05
Lewdnesse	2710	4.076759547285157e-05	2.6766595289079228e-05
court	2711	4.0752557628708134e-05	2.6766595289079228e-05
radiant	2712	4.0737530874420256e-05	2.6766595289079228e-05
link	2713	4.072251519772493e-05	2.6766595289079228e-05
prey	2714	4.070751058637721e-05	2.6766595289079228e-05
Garbage	2715	4.069251702815018e-05	2.6766595289079228e-05
Mornings	2716	4.0677534510834957e-05	2.6766595289079228e-05
Briefe	2717	4.066256302224061e-05	2.6766595289079228e-05
Sleeping	2718	4.0647602550194167e-05	2.6766595289079228e-05
afternoone	2719	4.063265308254055e-05	2.6766595289079228e-05
iuyce	2720	4.061771460714255e-05	2.6766595289079228e-05
Hebenon	2721	4.0602787111880836e-05	2.6766595289079228e-05
Violl	2722	4.0587870584653836e-05	2.6766595289079228e-05
Porches	2723	4.05729650133778e-05	2.6766595289079228e-05
poure	2724	4.0558070385986685e-05	2.6766595289079228e-05
leaperous	2725	4.05431866904322e-05	2.6766595289079228e-05
Distilment	2726	4.052831391468369e-05	2.6766595289079228e-05
Holds	2727	4.051345204672818e-05	2.6766595289079228e-05
enmity	2728	4.049860107457029e-05	2.6766595289079228e-05
Quick	2729	4.0483760986232225e-05	2.6766595289079228e-05
siluer	2730	4.0468931769753754e-05	2.6766595289079228e-05
courses	2731	4.045411341319214e-05	2.6766595289079228e-05
Gates	2732	4.043930590462216e-05	2.6766595289079228e-05
Allies	2733	4.042450923213602e-05	2.6766595289079228e-05
vigour	2734	4.040972338384336e-05	2.6766595289079228e-05
posset	2735	4.039494834787121e-05	2.6766595289079228e-05
curd	2736	4.038018411236394e-05	2.6766595289079228e-05
Aygre	2737	4.036543066548328e-05	2.6766595289079228e-05
droppings	2738	4.0350687995408235e-05	2.6766595289079228e-05
Milke	2739	4.033595609033507e-05	2.6766595289079228e-05
thin	2740	4.032123493847728e-05	2.6766595289079228e-05
Tetter	2741	4.030652452806558e-05	2.6766595289079228e-05
bak	2742	4.0291824847347825e-05	2.6766595289079228e-05
Lazar	2743	4.027713588458904e-05	2.6766595289079228e-05
vile	2744	4.026245762807134e-05	2.6766595289079228e-05
loathsome	2745	4.0247790066093897e-05	2.6766595289079228e-05
crust	2746	4.023313318697296e-05	2.6766595289079228e-05
dispatcht	2747	4.021848697904177e-05	2.6766595289079228e-05
Cut	2748	4.020385143065056e-05	2.6766595289079228e-05
Blossomes	2749	4.018922653016651e-05	2.6766595289079228e-05
Sinne	2750	4.0174612265973725e-05	2.6766595289079228e-05
Vnhouzzled	2751	4.016000862647319e-05	2.6766595289079228e-05
disappointed	2752	4.014541560008275e-05	2.6766595289079228e-05
vnnaneld	2753	4.0130833175237106e-05	2.6766595289079228e-05
reckoning	2754	4.0116261340387705e-05	2.6766595289079228e-05
account	2755	4.010170008400281e-05	2.6766595289079228e-05
imperfections	2756	4.008714939456739e-05	2.6766595289079228e-05
Luxury	2757	4.0072609260583145e-05	2.6766595289079228e-05
Incest	2758	4.0058079670568437e-05	2.6766595289079228e-05
howsoeuer	2759	4.004356061305826e-05	2.6766595289079228e-05
pursuest	2760	4.002905207660425e-05	2.6766595289079228e-05
Taint	2761	4.0014554049774626e-05	2.6766595289079228e-05
Thornes	2762	4.000006652115414e-05	2.6766595289079228e-05
lodge	2763	3.99855894793441e-05	2.6766595289079228e-05
pricke	2764	3.997112291296228e-05	2.6766595289079228e-05
Glow	2765	3.9956666810642945e-05	2.6766595289079228e-05
worme	2766	3.994222116103678e-05	2.6766595289079228e-05
showes	2767	3.9927785952810896e-05	2.6766595289079228e-05
Matine	2768	3.991336117464875e-05	2.6766595289079228e-05
gins	2769	3.989894681525018e-05	2.6766595289079228e-05
vneffectuall	2770	3.9884542863331314e-05	2.6766595289079228e-05
adue	2771	3.987014930762459e-05	2.6766595289079228e-05
host	2772	3.9855766136878694e-05	2.6766595289079228e-05
couple	2773	3.984139333985855e-05	2.6766595289079228e-05
sinnewes	2774	3.9827030905345255e-05	2.6766595289079228e-05
Old	2775	3.981267882213613e-05	2.6766595289079228e-05
stiffely	2776	3.9798337079044575e-05	2.6766595289079228e-05
seate	2777	3.978400566490016e-05	2.6766595289079228e-05
Globe	2778	3.97696845685485e-05	2.6766595289079228e-05
Memory	2779	3.975537377885129e-05	2.6766595289079228e-05
triuiall	2780	3.974107328468624e-05	2.6766595289079228e-05
Records	2781	3.972678307494705e-05	2.6766595289079228e-05
sawes	2782	3.9712503138543404e-05	2.6766595289079228e-05
Bookes	2783	3.969823346440091e-05	2.6766595289079228e-05
formes	2784	3.9683974041461115e-05	2.6766595289079228e-05
presures	2785	3.9669724858681415e-05	2.6766595289079228e-05
obseruation	2786	3.9655485905035086e-05	2.6766595289079228e-05
coppied	2787	3.9641257169511213e-05	2.6766595289079228e-05
Commandment	2788	3.962703864111469e-05	2.6766595289079228e-05
Volume	2789	3.961283030886617e-05	2.6766595289079228e-05
Vnmixt	2790	3.959863216180206e-05	2.6766595289079228e-05
pernicious	2791	3.958444418897447e-05	2.6766595289079228e-05
sworn	2792	3.9570266379451194e-05	2.6766595289079228e-05
Illo	2793	3.95560987223157e-05	2.6766595289079228e-05
Hillo	2794	3.954194120666705e-05	2.6766595289079228e-05
bird	2795	3.9527793821619945e-05	2.6766595289079228e-05
reueale	2796	3.951365655630463e-05	2.6766595289079228e-05
nere	2797	3.949952939986691e-05	2.6766595289079228e-05
dwelling	2798	3.94854123414681e-05	2.6766595289079228e-05
busines	2799	3.947130537028501e-05	2.6766595289079228e-05
hurling	2800	3.945720847550991e-05	2.6766595289079228e-05
offend	2801	3.94431216463505e-05	2.6766595289079228e-05
Saint	2802	3.9429044872029884e-05	2.6766595289079228e-05
Patricke	2803	3.941497814178657e-05	2.6766595289079228e-05
Vision	2804	3.940092144487438e-05	2.6766595289079228e-05
remaster	2805	3.938687477056248e-05	2.6766595289079228e-05
request	2806	3.937283810813534e-05	2.6766595289079228e-05
known	2807	3.9358811446892676e-05	2.6766595289079228e-05
swear	2808	3.934479477614948e-05	2.6766595289079228e-05
Infaith	2809	3.9330788085235936e-05	2.6766595289079228e-05
Marcell	2810	3.931679136349742e-05	2.6766595289079228e-05
sayest	2811	3.930280460029446e-05	2.6766595289079228e-05
truepenny	2812	3.9288827785002756e-05	2.6766595289079228e-05
selleredge	2813	3.927486090701306e-05	2.6766595289079228e-05
Consent	2814	3.926090395573125e-05	2.6766595289079228e-05
Propose	2815	3.9246956920578235e-05	2.6766595289079228e-05
Oath	2816	3.923301979098997e-05	2.6766595289079228e-05
Hic	2817	3.9219092556417376e-05	2.6766595289079228e-05
vbique	2818	3.9205175206326384e-05	2.6766595289079228e-05
shift	2819	3.919126773019785e-05	2.6766595289079228e-05
Mole	2820	3.917737011752757e-05	2.6766595289079228e-05
worthy	2821	3.916348235782621e-05	2.6766595289079228e-05
Pioner	2822	3.914960444061933e-05	2.6766595289079228e-05
stranger	2823	3.9135736355447304e-05	2.6766595289079228e-05
dream	2824	3.912187809186535e-05	2.6766595289079228e-05
Philosophy	2825	3.910802963944345e-05	2.6766595289079228e-05
heereafter	2826	3.909419098776636e-05	2.6766595289079228e-05
Anticke	2827	3.908036212643358e-05	2.6766595289079228e-05
:)	2828	3.9066543045059314e-05	2.6766595289079228e-05
encombred	2829	3.905273373327245e-05	2.6766595289079228e-05
pronouncing	2830	3.9038934180716515e-05	2.6766595289079228e-05
ambiguous	2831	3.902514437704971e-05	2.6766595289079228e-05
Rest	2832	3.9011364311944825e-05	2.6766595289079228e-05
perturbed	2833	3.899759397508921e-05	2.6766595289079228e-05
friending	2834	3.898383335618481e-05	2.6766595289079228e-05
lippes	2835	3.897008244494806e-05	2.6766595289079228e-05
spight	2836	3.895634123110992e-05	2.6766595289079228e-05
Secundus	2837	3.894260970441584e-05	2.6766595289079228e-05
money	2838	3.892888785462571e-05	2.6766595289079228e-05
notes	2839	3.8915175671513824e-05	2.6766595289079228e-05
maruels	2840	3.8901473144868926e-05	2.6766595289079228e-05
visite	2841	3.88877802644941e-05	2.6766595289079228e-05
inquiry	2842	3.8874097020206804e-05	2.6766595289079228e-05
behauiour	2843	3.8860423401838815e-05	2.6766595289079228e-05
intend	2844	3.8846759399236196e-05	2.6766595289079228e-05
Enquire	2845	3.8833105002259314e-05	2.6766595289079228e-05
Danskers	2846	3.8819460200782764e-05	2.6766595289079228e-05
Paris	2847	3.880582498469538e-05	2.6766595289079228e-05
company	2848	3.879219934390019e-05	2.6766595289079228e-05
expence	2849	3.8778583268314405e-05	2.6766595289079228e-05
finding	2850	3.876497674786938e-05	2.6766595289079228e-05
encompassement	2851	3.875137977251061e-05	2.6766595289079228e-05
distant	2852	3.873779233219767e-05	2.6766595289079228e-05
knowledge	2853	3.8724214416904225e-05	2.6766595289079228e-05
hees	2854	3.871064601661799e-05	2.6766595289079228e-05
Addicted	2855	3.869708712134072e-05	2.6766595289079228e-05
forgeries	2856	3.8683537721088145e-05	2.6766595289079228e-05
heed	2857	3.866999780589e-05	2.6766595289079228e-05
vsuall	2858	3.8656467365789973e-05	2.6766595289079228e-05
slips	2859	3.864294639084566e-05	2.6766595289079228e-05
Companions	2860	3.862943487112858e-05	2.6766595289079228e-05
noted	2861	3.861593279672413e-05	2.6766595289079228e-05
drinking	2862	3.8602440157731566e-05	2.6766595289079228e-05
fencing	2863	3.858895694426397e-05	2.6766595289079228e-05
Quarelling	2864	3.857548314644823e-05	2.6766595289079228e-05
drabbing	2865	3.856201875442504e-05	2.6766595289079228e-05
scandall	2866	3.8548563758348826e-05	2.6766595289079228e-05
Incontinencie	2867	3.853511814838777e-05	2.6766595289079228e-05
meaning	2868	3.852168191472376e-05	2.6766595289079228e-05
quaintly	2869	3.850825504755237e-05	2.6766595289079228e-05
taints	2870	3.849483753708284e-05	2.6766595289079228e-05
flash	2871	3.8481429373538053e-05	2.6766595289079228e-05
sauagenes	2872	3.8468030547154506e-05	2.6766595289079228e-05
vnreclaim	2873	3.84546410481823e-05	2.6766595289079228e-05
assault	2874	3.844126086688509e-05	2.6766595289079228e-05
Wherefore	2875	3.8427889993540084e-05	2.6766595289079228e-05
belieue	2876	3.8414528418438016e-05	2.6766595289079228e-05
slight	2877	3.840117613188312e-05	2.6766595289079228e-05
sulleyes	2878	3.83878331241931e-05	2.6766595289079228e-05
soil	2879	3.837449938569911e-05	2.6766595289079228e-05
party	2880	3.8361174906745745e-05	2.6766595289079228e-05
conuerse	2881	3.834785967769099e-05	2.6766595289079228e-05
Hauing	2882	3.833455368890622e-05	2.6766595289079228e-05
prenominate	2883	3.832125693077618e-05	2.6766595289079228e-05
According	2884	3.8307969393698944e-05	2.6766595289079228e-05
Addition	2885	3.829469106808588e-05	2.6766595289079228e-05
yesterday	2886	3.8281421944361654e-05	2.6766595289079228e-05
tother	2887	3.8268162012964236e-05	2.6766595289079228e-05
retooke	2888	3.825491126434479e-05	2.6766595289079228e-05
Rouse	2889	3.824166968896772e-05	2.6766595289079228e-05
Tennis	2890	3.8228437277310634e-05	2.6766595289079228e-05
Videlicet	2891	3.8215214019864316e-05	2.6766595289079228e-05
Brothell	2892	3.8201999907132695e-05	2.6766595289079228e-05
bait	2893	3.8188794929632815e-05	2.6766595289079228e-05
falshood	2894	3.817559907789486e-05	2.6766595289079228e-05
Cape	2895	3.816241234246209e-05	2.6766595289079228e-05
reach	2896	3.8149234713890796e-05	2.6766595289079228e-05
windlesses	2897	3.813606618275034e-05	2.6766595289079228e-05
assaies	2898	3.81229067396231e-05	2.6766595289079228e-05
Bias	2899	3.8109756375104426e-05	2.6766595289079228e-05
indirections	2900	3.8096615079802665e-05	2.6766595289079228e-05
directions	2901	3.8083482844339104e-05	2.6766595289079228e-05
Lecture	2902	3.8070359659347944e-05	2.6766595289079228e-05
plye	2903	3.8057245515476315e-05	2.6766595289079228e-05
affrighted	2904	3.804414040338421e-05	2.6766595289079228e-05
sowing	2905	3.803104431374449e-05	2.6766595289079228e-05
doublet	2906	3.801795723724285e-05	2.6766595289079228e-05
vnbrac	2907	3.8004879164577826e-05	2.6766595289079228e-05
stockings	2908	3.799181008646071e-05	2.6766595289079228e-05
foul	2909	3.797874999361559e-05	2.6766595289079228e-05
Vngartred	2910	3.79656988767793e-05	2.6766595289079228e-05
giued	2911	3.795265672670139e-05	2.6766595289079228e-05
Anckle	2912	3.793962353414415e-05	2.6766595289079228e-05
shirt	2913	3.792659928988251e-05	2.6766595289079228e-05
knocking	2914	3.7913583984704095e-05	2.6766595289079228e-05
pitious	2915	3.790057760940917e-05	2.6766595289079228e-05
purport	2916	3.788758015481061e-05	2.6766595289079228e-05
loosed	2917	3.787459161173389e-05	2.6766595289079228e-05
horrors	2918	3.786161197101705e-05	2.6766595289079228e-05
wrist	2919	3.7848641223510705e-05	2.6766595289079228e-05
perusall	2920	3.783567936007799e-05	2.6766595289079228e-05
shaking	2921	3.782272637159457e-05	2.6766595289079228e-05
wauing	2922	3.7809782248948576e-05	2.6766595289079228e-05
rais	2923	3.7796846983040624e-05	2.6766595289079228e-05
pittious	2924	3.778392056478377e-05	2.6766595289079228e-05
shatter	2925	3.77710029851035e-05	2.6766595289079228e-05
bulke	2926	3.775809423493771e-05	2.6766595289079228e-05
shoulders	2927	3.7745194305236674e-05	2.6766595289079228e-05
adores	2928	3.773230318696303e-05	2.6766595289079228e-05
bended	2929	3.771942087109175e-05	2.6766595289079228e-05
foredoes	2930	3.770654734861015e-05	2.6766595289079228e-05
leads	2931	3.769368261051783e-05	2.6766595289079228e-05
Vndertakings	2932	3.768082664782665e-05	2.6766595289079228e-05
afflict	2933	3.766797945156077e-05	2.6766595289079228e-05
repell	2934	3.765514101275656e-05	2.6766595289079228e-05
accesse	2935	3.7642311322462604e-05	2.6766595289079228e-05
quoted	2936	3.7629490371739696e-05	2.6766595289079228e-05
trifle	2937	3.761667815166079e-05	2.6766595289079228e-05
wracke	2938	3.7603874653311006e-05	2.6766595289079228e-05
beshrew	2939	3.7591079867787595e-05	2.6766595289079228e-05
Opinions	2940	3.757829378619991e-05	2.6766595289079228e-05
yonger	2941	3.7565516399669415e-05	2.6766595289079228e-05
hate	2942	3.755274769932962e-05	2.6766595289079228e-05
vtter	2943	3.7539987676326116e-05	2.6766595289079228e-05
Cum	2944	3.752723632181649e-05	2.6766595289079228e-05
alijs	2945	3.7514493626970375e-05	2.6766595289079228e-05
Moreouer	2946	3.7501759582969364e-05	2.6766595289079228e-05
prouoke	2947	3.7489034181007044e-05	2.6766595289079228e-05
hastie	2948	3.747631741228892e-05	2.6766595289079228e-05
transformation	2949	3.7463609268032466e-05	2.6766595289079228e-05
exterior	2950	3.7450909739467036e-05	2.6766595289079228e-05
Resembles	2951	3.743821881783387e-05	2.6766595289079228e-05
deeme	2952	3.742553649438609e-05	2.6766595289079228e-05
Neighbour	2953	3.741286276038867e-05	2.6766595289079228e-05
humour	2954	3.740019760711839e-05	2.6766595289079228e-05
Companies	2955	3.738754102586387e-05	2.6766595289079228e-05
gleane	2956	3.737489300792549e-05	2.6766595289079228e-05
remedie	2957	3.73622535446154e-05	2.6766595289079228e-05
talk	2958	3.7349622627257516e-05	2.6766595289079228e-05
adheres	2959	3.7337000247187475e-05	2.6766595289079228e-05
Gentrie	2960	3.732438639575262e-05	2.6766595289079228e-05
expend	2961	3.731178106431197e-05	2.6766595289079228e-05
supply	2962	3.7299184244236245e-05	2.6766595289079228e-05
Hope	2963	3.728659592690778e-05	2.6766595289079228e-05
Put	2964	3.727401610372056e-05	2.6766595289079228e-05
Entreatie	2965	3.726144476608018e-05	2.6766595289079228e-05
Seruices	2966	3.724888190540382e-05	2.6766595289079228e-05
feete	2967	3.7236327513120235e-05	2.6766595289079228e-05
commanded	2968	3.7223781580669724e-05	2.6766595289079228e-05
instantly	2969	3.7211244099504126e-05	2.6766595289079228e-05
changed	2970	3.7198715061086784e-05	2.6766595289079228e-05
practises	2971	3.718619445689254e-05	2.6766595289079228e-05
Pleasant	2972	3.717368227840772e-05	2.6766595289079228e-05
helpfull	2973	3.7161178517130086e-05	2.6766595289079228e-05
Amen	2974	3.7148683164568845e-05	2.6766595289079228e-05
